folder,rel_path,full_path,duration_sec,bucket
collect/TalkingBook/Shamajbiggan Part-2 Class 11 & 12 Chapter 01 MP3,collect\TalkingBook\Shamajbiggan Part-2 Class 11 & 12 Chapter 01 MP3\5472a355-cc94-45fc-8d55-3b829f01fd66.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Shamajbiggan Part-2 Class 11 & 12 Chapter 01 MP3\5472a355-cc94-45fc-8d55-3b829f01fd66.flac,30.0,[30+)
collect/TalkingBook/Shamajbiggan Part-2 Class 11 & 12 Chapter 03 MP3,collect\TalkingBook\Shamajbiggan Part-2 Class 11 & 12 Chapter 03 MP3\7e2dedfd-be0a-4519-ae6a-4353463db459.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Shamajbiggan Part-2 Class 11 & 12 Chapter 03 MP3\7e2dedfd-be0a-4519-ae6a-4353463db459.flac,30.0,[30+)
collect/TalkingBook/Shamajbiggan Part-2 Class 11 & 12 Chapter 04 MP3,collect\TalkingBook\Shamajbiggan Part-2 Class 11 & 12 Chapter 04 MP3\1bf81aef-3972-4d14-aee7-b4be15fdcf44.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Shamajbiggan Part-2 Class 11 & 12 Chapter 04 MP3\1bf81aef-3972-4d14-aee7-b4be15fdcf44.flac,30.0,[30+)
collect/TalkingBook/Shamajbiggan Part-2 Class 11 & 12 Chapter 05 MP3,collect\TalkingBook\Shamajbiggan Part-2 Class 11 & 12 Chapter 05 MP3\6593cb3d-7e69-4009-9b9e-9eefca04abc1.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Shamajbiggan Part-2 Class 11 & 12 Chapter 05 MP3\6593cb3d-7e69-4009-9b9e-9eefca04abc1.flac,30.0,[30+)
collect/TalkingBook/Shamajbiggan Part-2 Class 11 & 12 Chapter 06 MP3,collect\TalkingBook\Shamajbiggan Part-2 Class 11 & 12 Chapter 06 MP3\12689522-df70-47c1-b5cb-03a350faf020.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Shamajbiggan Part-2 Class 11 & 12 Chapter 06 MP3\12689522-df70-47c1-b5cb-03a350faf020.flac,30.0,[30+)
collect/TalkingBook/Shamajbiggan Part-2 Class 11 & 12 Chapter 07 MP3,collect\TalkingBook\Shamajbiggan Part-2 Class 11 & 12 Chapter 07 MP3\d6192fa3-8d7e-4fc0-a98e-48b794ca085f.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Shamajbiggan Part-2 Class 11 & 12 Chapter 07 MP3\d6192fa3-8d7e-4fc0-a98e-48b794ca085f.flac,30.0,[30+)
collect/TalkingBook/Shamajbiggan Part-2 Class 11 & 12 Chapter 08 MP3,collect\TalkingBook\Shamajbiggan Part-2 Class 11 & 12 Chapter 08 MP3\a52f02af-5fec-4e28-bacc-6089bfe21735.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Shamajbiggan Part-2 Class 11 & 12 Chapter 08 MP3\a52f02af-5fec-4e28-bacc-6089bfe21735.flac,30.0,[30+)
collect/TalkingBook/Shamajbiggan Part-2 Class 11 & 12 Chapter 09 MP3,collect\TalkingBook\Shamajbiggan Part-2 Class 11 & 12 Chapter 09 MP3\5eae44f8-137c-470d-8046-2341877893b4.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Shamajbiggan Part-2 Class 11 & 12 Chapter 09 MP3\5eae44f8-137c-470d-8046-2341877893b4.flac,30.0,[30+)
collect/TalkingBook/Shamajbiggan Part-2 Class 11 & 12 Cover MP3,collect\TalkingBook\Shamajbiggan Part-2 Class 11 & 12 Cover MP3\586cd234-3a9f-4eee-bff2-adc1d89b5a9a.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Shamajbiggan Part-2 Class 11 & 12 Cover MP3\586cd234-3a9f-4eee-bff2-adc1d89b5a9a.flac,30.0,[30+)
collect/TalkingBook/Shamajbiggan Part-2 Class 11 & 12- Chapter 10 MP3,collect\TalkingBook\Shamajbiggan Part-2 Class 11 & 12- Chapter 10 MP3\010154ab-33b3-4b61-98ba-0916535539ea.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Shamajbiggan Part-2 Class 11 & 12- Chapter 10 MP3\010154ab-33b3-4b61-98ba-0916535539ea.flac,30.0,[30+)
collect/TalkingBook/Shamajbiggan Part-2 Class 11 & 12Chapter 02 MP3,collect\TalkingBook\Shamajbiggan Part-2 Class 11 & 12Chapter 02 MP3\01c0dd39-be76-4eb9-b69e-f1cfd74ee1d8.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Shamajbiggan Part-2 Class 11 & 12Chapter 02 MP3\01c0dd39-be76-4eb9-b69e-f1cfd74ee1d8.flac,30.0,[30+)
collect/TalkingBook/Shamajbiggan Part-2 Class 11&12 Chapter 11 MP3,collect\TalkingBook\Shamajbiggan Part-2 Class 11&12 Chapter 11 MP3\22e3c5b9-2845-4e05-b760-0ec7d00cbbff.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Shamajbiggan Part-2 Class 11&12 Chapter 11 MP3\22e3c5b9-2845-4e05-b760-0ec7d00cbbff.flac,30.0,[30+)
collect/TalkingBook/Shamajbigyan 1st Paper for  Class 11 & 12 -  Chapter 10 MP3,collect\TalkingBook\Shamajbigyan 1st Paper for  Class 11 & 12 -  Chapter 10 MP3\42593844-81cf-40d9-ae81-f45458b2823c.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Shamajbigyan 1st Paper for  Class 11 & 12 -  Chapter 10 MP3\42593844-81cf-40d9-ae81-f45458b2823c.flac,30.0,[30+)
collect/TalkingBook/Shamajbigyan 1st Paper for  Class 11 & 12 -  Chapter 10 MP3,collect\TalkingBook\Shamajbigyan 1st Paper for  Class 11 & 12 -  Chapter 10 MP3\166c39a2-f257-4d38-a5fc-9dd4d32de705.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Shamajbigyan 1st Paper for  Class 11 & 12 -  Chapter 10 MP3\166c39a2-f257-4d38-a5fc-9dd4d32de705.flac,30.0,[30+)
collect/TalkingBook/Shamajbigyan 1st Paper for  Class 11 & 12 - Chapter 11 MP3,collect\TalkingBook\Shamajbigyan 1st Paper for  Class 11 & 12 - Chapter 11 MP3\207c93e2-abca-456a-bdae-e2f5a86d0c18.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Shamajbigyan 1st Paper for  Class 11 & 12 - Chapter 11 MP3\207c93e2-abca-456a-bdae-e2f5a86d0c18.flac,30.0,[30+)
collect/TalkingBook/Shamajbigyan 1st Paper for Class 11 & 12 - Chapter - 2 MP3,collect\TalkingBook\Shamajbigyan 1st Paper for Class 11 & 12 - Chapter - 2 MP3\ca9b2a31-cd09-4f88-a35c-845798ac3180.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Shamajbigyan 1st Paper for Class 11 & 12 - Chapter - 2 MP3\ca9b2a31-cd09-4f88-a35c-845798ac3180.flac,30.0,[30+)
collect/TalkingBook/Shamajbigyan 1st Paper for Class 11 & 12 - Chapter 1 MP3,collect\TalkingBook\Shamajbigyan 1st Paper for Class 11 & 12 - Chapter 1 MP3\18b5f90b-5e71-41c9-bcc4-95c6763e91c7.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Shamajbigyan 1st Paper for Class 11 & 12 - Chapter 1 MP3\18b5f90b-5e71-41c9-bcc4-95c6763e91c7.flac,30.0,[30+)
collect/TalkingBook/Shamajbigyan 1st Paper for Class 11 & 12 - Chapter 3 MP3,collect\TalkingBook\Shamajbigyan 1st Paper for Class 11 & 12 - Chapter 3 MP3\bce65f1b-0802-438b-8816-32b6effa3d34.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Shamajbigyan 1st Paper for Class 11 & 12 - Chapter 3 MP3\bce65f1b-0802-438b-8816-32b6effa3d34.flac,30.0,[30+)
collect/TalkingBook/Shamajbigyan 1st Paper for Class 11 & 12 - Chapter 4 MP3,collect\TalkingBook\Shamajbigyan 1st Paper for Class 11 & 12 - Chapter 4 MP3\533a169b-1c7d-43b0-b15e-f8526a67d120.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Shamajbigyan 1st Paper for Class 11 & 12 - Chapter 4 MP3\533a169b-1c7d-43b0-b15e-f8526a67d120.flac,30.0,[30+)
collect/TalkingBook/Shamajbigyan 1st Paper for Class 11 & 12 - Chapter 5 MP3,collect\TalkingBook\Shamajbigyan 1st Paper for Class 11 & 12 - Chapter 5 MP3\462b4384-902b-42a9-8b03-38cd621d7eef.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Shamajbigyan 1st Paper for Class 11 & 12 - Chapter 5 MP3\462b4384-902b-42a9-8b03-38cd621d7eef.flac,30.0,[30+)
collect/TalkingBook/Shamajbigyan 1st Paper for Class 11 & 12 - Chapter 6 MP3,collect\TalkingBook\Shamajbigyan 1st Paper for Class 11 & 12 - Chapter 6 MP3\9d1a91e4-70ce-47c3-9605-4441a1d3b512.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Shamajbigyan 1st Paper for Class 11 & 12 - Chapter 6 MP3\9d1a91e4-70ce-47c3-9605-4441a1d3b512.flac,30.0,[30+)
collect/TalkingBook/Shamajbigyan 1st Paper for Class 11 & 12 - Chapter 7 MP3,collect\TalkingBook\Shamajbigyan 1st Paper for Class 11 & 12 - Chapter 7 MP3\84ac9515-97e2-4fdf-9285-d2e1016cf93e.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Shamajbigyan 1st Paper for Class 11 & 12 - Chapter 7 MP3\84ac9515-97e2-4fdf-9285-d2e1016cf93e.flac,30.0,[30+)
collect/TalkingBook/Shamajbigyan 1st Paper for Class 11 & 12 - Chapter 8 MP3,collect\TalkingBook\Shamajbigyan 1st Paper for Class 11 & 12 - Chapter 8 MP3\b74bead2-e95f-41b2-8596-2176562539d8.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Shamajbigyan 1st Paper for Class 11 & 12 - Chapter 8 MP3\b74bead2-e95f-41b2-8596-2176562539d8.flac,30.0,[30+)
collect/TalkingBook/Shamajbigyan 1st Paper for Class 11 & 12 - Chapter 9 MP3,collect\TalkingBook\Shamajbigyan 1st Paper for Class 11 & 12 - Chapter 9 MP3\2cedef87-8f19-4e98-987a-655ae030dbf6.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Shamajbigyan 1st Paper for Class 11 & 12 - Chapter 9 MP3\2cedef87-8f19-4e98-987a-655ae030dbf6.flac,30.0,[30+)
collect/TalkingBook/Shamajbigyan 1st Paper for Class 11 & 12 - Cover Page MP3,collect\TalkingBook\Shamajbigyan 1st Paper for Class 11 & 12 - Cover Page MP3\31d94eb4-df72-4c94-8a19-38849f26a451.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Shamajbigyan 1st Paper for Class 11 & 12 - Cover Page MP3\31d94eb4-df72-4c94-8a19-38849f26a451.flac,30.0,[30+)
collect/TalkingBook/Shamajkarmo 1st Paper for Class 11 & 12 - Chapter 2,collect\TalkingBook\Shamajkarmo 1st Paper for Class 11 & 12 - Chapter 2\e564b23a-9bfb-4ad1-afe0-05bd9ef47e35.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Shamajkarmo 1st Paper for Class 11 & 12 - Chapter 2\e564b23a-9bfb-4ad1-afe0-05bd9ef47e35.flac,30.0,[30+)
collect/TalkingBook/Shamajkarmo 1st Paper for Class 11 & 12 - Chapter 3,collect\TalkingBook\Shamajkarmo 1st Paper for Class 11 & 12 - Chapter 3\8863feda-9e93-46ec-9156-20c7d09e71ef.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Shamajkarmo 1st Paper for Class 11 & 12 - Chapter 3\8863feda-9e93-46ec-9156-20c7d09e71ef.flac,30.0,[30+)
collect/TalkingBook/Shamajkarmo 1st Paper for Class 11 & 12 - Chapter 4,collect\TalkingBook\Shamajkarmo 1st Paper for Class 11 & 12 - Chapter 4\c1dc6ba0-12b0-4162-b96d-22c8d75b1cd4.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Shamajkarmo 1st Paper for Class 11 & 12 - Chapter 4\c1dc6ba0-12b0-4162-b96d-22c8d75b1cd4.flac,30.0,[30+)
collect/TalkingBook/Shamajkarmo 1st Paper for Class 11 & 12 - Chapter 5,collect\TalkingBook\Shamajkarmo 1st Paper for Class 11 & 12 - Chapter 5\bb844397-cd68-4f5a-b246-f60454419283.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Shamajkarmo 1st Paper for Class 11 & 12 - Chapter 5\bb844397-cd68-4f5a-b246-f60454419283.flac,30.0,[30+)
collect/TalkingBook/Shamajkarmo 1st Paper for Class 11 & 12 - Chapter 6,collect\TalkingBook\Shamajkarmo 1st Paper for Class 11 & 12 - Chapter 6\3d747e88-aaad-4f01-8f4b-5b4e7d5a8526.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Shamajkarmo 1st Paper for Class 11 & 12 - Chapter 6\3d747e88-aaad-4f01-8f4b-5b4e7d5a8526.flac,30.0,[30+)
collect/TalkingBook/Shamajkarmo 1st Paper for Class 11 & 12 - Chapter 7,collect\TalkingBook\Shamajkarmo 1st Paper for Class 11 & 12 - Chapter 7\1ee6471d-546a-4f9a-962c-4f2a4808d047.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Shamajkarmo 1st Paper for Class 11 & 12 - Chapter 7\1ee6471d-546a-4f9a-962c-4f2a4808d047.flac,30.0,[30+)
collect/TalkingBook/Shamajkarmo 1st Paper for Class 11 & 12 - Chapter 7,collect\TalkingBook\Shamajkarmo 1st Paper for Class 11 & 12 - Chapter 7\d0d9edab-c8e0-40af-b3e8-839861c00707.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Shamajkarmo 1st Paper for Class 11 & 12 - Chapter 7\d0d9edab-c8e0-40af-b3e8-839861c00707.flac,30.0,[30+)
collect/TalkingBook/Shamajkarmo 1st Paper for Class 11 & 12 - Chapter 8,collect\TalkingBook\Shamajkarmo 1st Paper for Class 11 & 12 - Chapter 8\7b4325e8-60ab-437b-8599-78215b64536d.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Shamajkarmo 1st Paper for Class 11 & 12 - Chapter 8\7b4325e8-60ab-437b-8599-78215b64536d.flac,30.0,[30+)
collect/TalkingBook/Shamajkarmo 1st Paper for Class 11 & 12 -Chapter 1,collect\TalkingBook\Shamajkarmo 1st Paper for Class 11 & 12 -Chapter 1\6728808b-4600-44ff-bbab-6740315fce09.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Shamajkarmo 1st Paper for Class 11 & 12 -Chapter 1\6728808b-4600-44ff-bbab-6740315fce09.flac,30.0,[30+)
collect/TalkingBook/Shamajkarmo 1st Paper for Class 11 & 12 cover page,collect\TalkingBook\Shamajkarmo 1st Paper for Class 11 & 12 cover page\a7ecfe1f-0b95-45e0-8533-a3a8187e987c.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Shamajkarmo 1st Paper for Class 11 & 12 cover page\a7ecfe1f-0b95-45e0-8533-a3a8187e987c.flac,18.181,"[15, 20)"
collect/TalkingBook/Shamajkarmo Part 2 Class 11 & 12 Chapter 01 MP3,collect\TalkingBook\Shamajkarmo Part 2 Class 11 & 12 Chapter 01 MP3\9fabe949-3a9d-430e-8315-349830c7872e.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Shamajkarmo Part 2 Class 11 & 12 Chapter 01 MP3\9fabe949-3a9d-430e-8315-349830c7872e.flac,30.0,[30+)
collect/TalkingBook/Shamajkarmo Part 2 Class 11 & 12 Cover Page MP3,collect\TalkingBook\Shamajkarmo Part 2 Class 11 & 12 Cover Page MP3\c3e96c59-d900-486d-89e0-1e06ef205e9b.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Shamajkarmo Part 2 Class 11 & 12 Cover Page MP3\c3e96c59-d900-486d-89e0-1e06ef205e9b.flac,30.0,[30+)
collect/TalkingBook/Shamajkarmo Part-2 Class 11 & 12 Chapter 02 MP3,collect\TalkingBook\Shamajkarmo Part-2 Class 11 & 12 Chapter 02 MP3\96a35107-ad3c-47aa-891b-1c3e25483aca.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Shamajkarmo Part-2 Class 11 & 12 Chapter 02 MP3\96a35107-ad3c-47aa-891b-1c3e25483aca.flac,30.0,[30+)
collect/TalkingBook/Shamajkarmo Part-2 Class 11 & 12 Chapter 03 MP3,collect\TalkingBook\Shamajkarmo Part-2 Class 11 & 12 Chapter 03 MP3\ee575745-0a2c-4492-9c0b-9133abcd1244.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Shamajkarmo Part-2 Class 11 & 12 Chapter 03 MP3\ee575745-0a2c-4492-9c0b-9133abcd1244.flac,30.0,[30+)
collect/TalkingBook/Shamajkarmo Part-2 Class 11 & 12 Chapter 05 MP3,collect\TalkingBook\Shamajkarmo Part-2 Class 11 & 12 Chapter 05 MP3\17dc584e-ed28-4f44-95d8-eca122dd50f1.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Shamajkarmo Part-2 Class 11 & 12 Chapter 05 MP3\17dc584e-ed28-4f44-95d8-eca122dd50f1.flac,30.0,[30+)
collect/TalkingBook/Shamajkarmo Part-2 Class 11 & 12 Chapter 06 MP3,collect\TalkingBook\Shamajkarmo Part-2 Class 11 & 12 Chapter 06 MP3\2d8ed308-ebcb-4960-a010-b856350142ea.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Shamajkarmo Part-2 Class 11 & 12 Chapter 06 MP3\2d8ed308-ebcb-4960-a010-b856350142ea.flac,30.0,[30+)
collect/TalkingBook/Shamajkarmo Part-2 Class 11 & 12 Chapter 07 MP3,collect\TalkingBook\Shamajkarmo Part-2 Class 11 & 12 Chapter 07 MP3\18b3db39-e45c-48cf-a1c6-622e365b28b2.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Shamajkarmo Part-2 Class 11 & 12 Chapter 07 MP3\18b3db39-e45c-48cf-a1c6-622e365b28b2.flac,30.0,[30+)
collect/TalkingBook/Shamajkarmo Part-2 Class 11 & 12 Chapter 08 MP3,collect\TalkingBook\Shamajkarmo Part-2 Class 11 & 12 Chapter 08 MP3\4be5997f-5c19-448f-8950-87ca0f3f5465.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Shamajkarmo Part-2 Class 11 & 12 Chapter 08 MP3\4be5997f-5c19-448f-8950-87ca0f3f5465.flac,30.0,[30+)
collect/TalkingBook/Shamajkarmo Part-2 Class 11 & 12 Chapter 09 MP3,collect\TalkingBook\Shamajkarmo Part-2 Class 11 & 12 Chapter 09 MP3\fe273ffb-464f-4753-9cec-903400338e8c.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Shamajkarmo Part-2 Class 11 & 12 Chapter 09 MP3\fe273ffb-464f-4753-9cec-903400338e8c.flac,30.0,[30+)
collect/TalkingBook/Shamajkarmo Part-2 Class 11 & 12 Chapter 4 MP3,collect\TalkingBook\Shamajkarmo Part-2 Class 11 & 12 Chapter 4 MP3\8d8f4bf2-bd00-4f5a-9f6a-5c894f888869.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Shamajkarmo Part-2 Class 11 & 12 Chapter 4 MP3\8d8f4bf2-bd00-4f5a-9f6a-5c894f888869.flac,30.0,[30+)
collect/TalkingBook/Shei Din Ei Math - Jibonanando Dash,collect\TalkingBook\Shei Din Ei Math - Jibonanando Dash\5cc9bd49-f1ec-4732-a330-765bfa843e07.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Shei Din Ei Math - Jibonanando Dash\5cc9bd49-f1ec-4732-a330-765bfa843e07.flac,21.362,"[20, 25)"
collect/TalkingBook/Shikkha O Monushshotto - Motaher Hossain Chawdhuri,collect\TalkingBook\Shikkha O Monushshotto - Motaher Hossain Chawdhuri\3076c929-9632-4242-9196-46f27ddc06c5.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Shikkha O Monushshotto - Motaher Hossain Chawdhuri\3076c929-9632-4242-9196-46f27ddc06c5.flac,30.0,[30+)
collect/TalkingBook/Shomoy Ghele Shadhon Hobe Na - Lalon Shah,collect\TalkingBook\Shomoy Ghele Shadhon Hobe Na - Lalon Shah\d4868ed8-7d3c-4077-a6af-0515db328cfa.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Shomoy Ghele Shadhon Hobe Na - Lalon Shah\d4868ed8-7d3c-4077-a6af-0515db328cfa.flac,30.0,[30+)
collect/TalkingBook/Shova,collect\TalkingBook\Shova\1b68c32c-2abe-481d-bf7f-555b4e7e4a88.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Shova\1b68c32c-2abe-481d-bf7f-555b4e7e4a88.flac,30.0,[30+)
collect/TalkingBook/Shuk,collect\TalkingBook\Shuk\d4ab43a9-26f2-4f10-bf52-c1e3f82de51b.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Shuk\d4ab43a9-26f2-4f10-bf52-c1e3f82de51b.flac,30.0,[30+)
collect/TalkingBook/Shukher Laghiya - Ghan Dash,collect\TalkingBook\Shukher Laghiya - Ghan Dash\f28ba030-b680-476f-89a9-c4572b665f8b.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Shukher Laghiya - Ghan Dash\f28ba030-b680-476f-89a9-c4572b665f8b.flac,25.414,"[25, 30)"
collect/TalkingBook/Shuva - Rabindranath Tagor,collect\TalkingBook\Shuva - Rabindranath Tagor\8d805505-3cc3-4288-8d46-3fa9158fedb4.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Shuva - Rabindranath Tagor\8d805505-3cc3-4288-8d46-3fa9158fedb4.flac,30.0,[30+)
collect/TalkingBook/Tolpar,collect\TalkingBook\Tolpar\efd186d2-79f3-4307-8823-8fcf17f902ae.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Tolpar\efd186d2-79f3-4307-8823-8fcf17f902ae.flac,30.0,[30+)
"collect/TalkingBook/Tomake Paoar Jonne, He Shadhinata-Shamsur Rahman","collect\TalkingBook\Tomake Paoar Jonne, He Shadhinata-Shamsur Rahman\718395c5-54af-4104-85a7-24997d7c883f.flac","D:\TTS D3\TTS D3 Data\collect/TalkingBook/Tomake Paoar Jonne, He Shadhinata-Shamsur Rahman\718395c5-54af-4104-85a7-24997d7c883f.flac",30.0,[30+)
collect/TalkingBook/Tottho O Projukti - Muhammad Jafor Iqbal,collect\TalkingBook\Tottho O Projukti - Muhammad Jafor Iqbal\ac7608c9-8a10-4d3a-9043-f17af02ab53a.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Tottho O Projukti - Muhammad Jafor Iqbal\ac7608c9-8a10-4d3a-9043-f17af02ab53a.flac,30.0,[30+)
collect/TalkingBook/Uddom O Porisrom - Mohammad Lutfar Rahman,collect\TalkingBook\Uddom O Porisrom - Mohammad Lutfar Rahman\2ccff2e6-7026-466d-a15c-84cb09aeb04f.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Uddom O Porisrom - Mohammad Lutfar Rahman\2ccff2e6-7026-466d-a15c-84cb09aeb04f.flac,30.0,[30+)
collect/TalkingBook/Upekkito Shaktir Udbodhon - Kazi Nazrul Islam,collect\TalkingBook\Upekkito Shaktir Udbodhon - Kazi Nazrul Islam\d70d2397-af86-4f6e-a2cb-2515af75673e.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/Upekkito Shaktir Udbodhon - Kazi Nazrul Islam\d70d2397-af86-4f6e-a2cb-2515af75673e.flac,30.0,[30+)
collect/TalkingBook/bachte_dao,collect\TalkingBook\bachte_dao\a9adede5-2f09-40d9-affc-1af8066a7435.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/bachte_dao\a9adede5-2f09-40d9-affc-1af8066a7435.flac,30.0,[30+)
collect/TalkingBook/jhingeful,collect\TalkingBook\jhingeful\235dc1b4-bfad-4de6-8bae-735c12dc01f0.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/jhingeful\235dc1b4-bfad-4de6-8bae-735c12dc01f0.flac,30.0,[30+)
collect/TalkingBook/lal goruta,collect\TalkingBook\lal goruta\5808caa5-862c-4d79-9cac-8c8c319904a0.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/lal goruta\5808caa5-862c-4d79-9cac-8c8c319904a0.flac,30.0,[30+)
collect/TalkingBook/pakhir_kase_fuler_kase,collect\TalkingBook\pakhir_kase_fuler_kase\e66bbb06-778a-4911-8f5c-b6467393424c.flac,D:\TTS D3\TTS D3 Data\collect/TalkingBook/pakhir_kase_fuler_kase\e66bbb06-778a-4911-8f5c-b6467393424c.flac,26.796,"[25, 30)"
